review_id,source_name,source_event_id,source_url,owner_username,caption,description_short,description_long,validation_status,validation_reasons,confidence_score,start_datetime,venue_name_raw,route,_raw_caption_ai_text,raw_model_text,created_at,thumbnail_url,stored_image_url,image_status ,image_storage_path,image_error
rev_1771793158532_2a49e34j,instagram,3836887271669101616,https://www.instagram.com/p/DU_XKUXDfQw/,k_urban_beach,"This Week! 

🎟️ Tickets avaliable via the link in bio!

#music #partytime #lisbon #lisbonnightlife",Music party event happening this week in Lisbon.,Join us for a music party event happening this week in Lisbon. Tickets are available via the link in bio. Enjoy Lisbon nightlife with great music and party vibes.,fail,missing_or_invalid_start_datetime|missing_venue_name_raw,0.8,,,needs_review,,,2026-02-22T20:45:58.532Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-atl3-2_cdninstagram_com_v_t51_2885-15_639590162_18516567529077197_64084_1771793159987_treip3.jpg,stored,inbox/scontent-atl3-2_cdninstagram_com_v_t51_2885-15_639590162_18516567529077197_64084_1771793159987_treip3.jpg,
rev_1771793179258_01vmjbmq,instagram,3836097647459498553,https://www.instagram.com/p/DU8jnxgiPo5/,ludgero_costa,Next Friday in Lisbon city @carmo_rooftop,"Event next Friday at Carmo Rooftop, Lisbon",An event happening next Friday at Carmo Rooftop in Lisbon city.,fail,missing_or_invalid_start_datetime,0.9,,Carmo Rooftop,needs_review,,,2026-02-22T20:46:19.259Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-lax3-2_cdninstagram_com_v_t51_2885-15_638291308_18538675684067574_73831_1771793181143_uk59cz.jpg,stored,inbox/scontent-lax3-2_cdninstagram_com_v_t51_2885-15_638291308_18538675684067574_73831_1771793181143_uk59cz.jpg,
rev_1771793212964_ctsiv0ar,instagram,3838249569293716655,https://www.instagram.com/p/DVEM6W5DEyv/,capsulamelodica.pt,"SUGESTÃO DA SEMANA | @djvibeofficial & @ruimvargas - Regresso a casa num domingo de inverno 🎧
📍 Lux Frágil - Lisboa
📅 Domingo, 22
//
THIS WEEK’S SUGGESTION | @djvibeofficial & @ruimvargas - Returning home on a winter Sunday 🎧
📍 Lux Frágil - Lisbon
📅 Sunday, 22

🎥 Video 1: ? 
🎥 Video 2: @frame08","@djvibeofficial & @ruimvargas at Lux Frágil - Lisbon on Sunday, 22","@djvibeofficial & @ruimvargas performing a winter Sunday event at Lux Frágil, Lisbon on Sunday the 22nd. A musical gathering featuring DJ sets for a relaxed winter vibe.",fail,missing_or_invalid_start_datetime,0.9,,Lux Frágil,needs_review,,,2026-02-22T20:46:52.965Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-mia3-3_cdninstagram_com_v_t51_2885-15_640258026_17999774528860522_20036_1771793214640_l69qxt.jpg,stored,inbox/scontent-mia3-3_cdninstagram_com_v_t51_2885-15_640258026_17999774528860522_20036_1771793214640_l69qxt.jpg,
rev_1771793220654_cjrlbpse,instagram,3836070640076214780,https://www.instagram.com/p/DU8dew7DFH8/,kunsthallelissabon,"Na Kunsthalle Lissabon continuamos a apostar na aproximação do público mais jovem à arte contemporânea, acreditando que este encontro pode ser curioso, estimulante e até transformador nas primeiras idades ✨

Este mês voltámos a receber as turmas do 1.º ciclo da EB Prof. Oliveira Marques, que participaram nas atividades pedagógicas desenvolvidas a partir da exposição “Luso-portugueses”, de René Tavares.

Nesta visita-oficina explorámos, com os mais pequenos, ideias de representação e autorretrato, refletindo também sobre os valores simbólicos de histórias e objetos que nos acompanham e ajudam a construir quem somos. As atividades foram orientadas no âmbito do KL Kids por @saramealha.

O nosso agradecimento a todas as crianças e equipa envolvida por fazerem destes encontros momentos tão especiais 💫

—

At Kunsthalle Lissabon, we remain committed to strengthening young audiences’ connection to contemporary art, believing that these early encounters can be curious, stimulating, and even transformative ✨

This month, we welcomed 1st-cycle classes from EB Prof. Oliveira Marques to take part in the educational activities developed in response to the current exhibition “Luso-portugueses” by René Tavares.

During this visit, we explored ideas of representation and self-portrait with the children, while reflecting on the symbolic value of the stories and objects that shape who we are. The activities were led by @saramealha as part of KL Kids.

Our thanks to all the children, teachers, and team members who make these encounters so special 💫","Workshop for 1st-cycle students exploring representation, self-portrait, and symbolic stories inspired by the 'Luso-portugueses' exhibition.","At Kunsthalle Lissabon, 1st-cycle classes from EB Prof. Oliveira Marques participated in educational activities based on the exhibition “Luso-portugueses” by René Tavares. The visit included exploring ideas of representation and self-portrait, reflecting on the symbolic value of stories and objects that shape identity. Activities were led by @saramealha as part of KL Kids.",fail,missing_or_invalid_start_datetime,0.9,,Kunsthalle Lissabon,needs_review,,,2026-02-22T20:47:00.654Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-atl3-3_cdninstagram_com_v_t51_2885-15_637865597_18563811160046900_53135_1771793222117_72wr1b.jpg,stored,inbox/scontent-atl3-3_cdninstagram_com_v_t51_2885-15_637865597_18563811160046900_53135_1771793222117_72wr1b.jpg,
rev_1771793233063_fyqxrkgw,instagram,3824566600087666994,https://www.instagram.com/p/DUTlw8yDIEy/,ministeriumclub,"A new month stepping in, with different sound forms from many different grounds but the dance remains the same. 

Stay close. 💕

•
•

Artwork design by: @cleymoore 

@neekfr @mamo_mlt @vivu_mt @rzvx_official @go.hard.satyr @warzone_dj @_laimonas @notfromcuba @heliopandillaltd @adampurnell @afonsopeixoto @antilopethewild @bernardovaz__ @djcolinas @diadiadia.io @gayance @kierastoboy @santeodoro___ @sherivari @thiagoguiselini @djphephz @dani__barra @diogo_filipe_botelho @dancasttt @o___valentim @loopthelou @whatthatfuckmuri",Series of club events through February at Ministerium Club.,Ministerium Club hosts a series of events throughout February with various artists and DJs performing on different nights.,review,missing_or_invalid_start_datetime,0.95,,Ministerium Club,needs_review,"{
  ""eventDetected"": true,
  ""confidence_score"": 0.95,
  ""title"": ""Ministerium Club February Events"",
  ""description_short"": ""Series of club events through February at Ministerium Club."",
  ""description_long"": ""Ministerium Club hosts a series of events throughout February with various artists and DJs performing on different nights."",
  ""start_datetime"": null,
  ""end_datetime"": null,
  ""venue_name"": ""Ministerium Club"",
  ""venue_address"": ""Praça do Comércio 72, Lisboa"",
  ""category"": ""club"",
  ""tags"": [""DJ"", ""music"", ""club"", ""February""],
  ""price_min"": null,
  ""price_max"": null,
  ""currency"": ""EUR"",
  ""is_free"": false,
  ""ticket_url"": null,
  ""timezone"": ""Europe/Lisbon"",
  ""notes"": [
    ""Saw: 'February'"",
    ""Saw: 'Ministerium Club'"",
    ""Saw: 'Praça do Comércio 72, Lisboa'"",
    ""Saw: multiple dates and events including 'Carnaval da Amor' and 'Cirque'""
  ]
}",,2026-02-22T20:47:13.063Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-phx1-1_cdninstagram_com_v_t51_2885-15_625057856_776827604861187_5503168_1771793234645_jumx8h.jpg,stored,inbox/scontent-phx1-1_cdninstagram_com_v_t51_2885-15_625057856_776827604861187_5503168_1771793234645_jumx8h.jpg,
rev_1771793246746_d3ed0vex,instagram,3837512001186999684,https://www.instagram.com/p/DVBlNVEDK2E/,musademarvila,"Quem disse que o Carnaval acabou?!
Hoje há mais @rebulico.festa: 

🇧🇷 @colarderapariga LIVE
🇧🇷 @therolelisboa dj set
🇧🇷 @marcolimasurreal dj set

Não prometemos juízo, mas prometemos sala cheia de brega e chão pisadinho.

📸 @francesrocha","Live music and DJ sets featuring Coladera Pariga, The Role Lisboa, and Marco Lima Surreal.",Continuing Carnival celebrations with a live performance by Coladera Pariga and DJ sets by The Role Lisboa and Marco Lima Surreal. A lively party promising a full room with brega music and dancing.,fail,missing_or_invalid_start_datetime|missing_venue_name_raw,0.9,,,needs_review,,,2026-02-22T20:47:26.746Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-atl3-2_cdninstagram_com_v_t51_2885-15_639910844_18121608394576141_76472_1771793248353_jda0v1.jpg,stored,inbox/scontent-atl3-2_cdninstagram_com_v_t51_2885-15_639910844_18121608394576141_76472_1771793248353_jda0v1.jpg,
rev_1771793259395_1mzyxmdx,instagram,3820214469611536256,https://www.instagram.com/p/DUEINHbAL-A/,musademarvila,"São menos dias, mas há mais festa. 
🩷 @duma_ova

✏️ As inscrições para o @quiz_comtodos abrem só depois da publicação do post do evento.",Event in Marvila,An event happening in Marvila with a focus on February,fail,missing_or_invalid_start_datetime,0.7,,Marvila,needs_review,"{
  ""eventDetected"": true,
  ""confidence_score"": 0.7,
  ""title"": ""Em Marvila"",
  ""description_short"": ""Event in Marvila"",
  ""description_long"": ""An event happening in Marvila with a focus on February"",
  ""start_datetime"": null,
  ""end_datetime"": null,
  ""venue_name"": ""Marvila"",
  ""venue_address"": """",
  ""category"": ""other"",
  ""tags"": [
    ""Marvila"",
    ""February""
  ],
  ""price_min"": null,
  ""price_max"": null,
  ""currency"": ""EUR"",
  ""is_free"": false,
  ""ticket_url"": null,
  ""timezone"": ""Europe/Lisbon"",
  ""notes"": [
    ""Saw: 'EM MARVILA'"",
    ""Saw: 'FEVEREIRO'""
  ]
}",,2026-02-22T20:47:39.395Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-atl3-2_cdninstagram_com_v_t51_2885-15_621663099_18119182768576141_58387_1771793260863_0yrj4w.jpg,stored,inbox/scontent-atl3-2_cdninstagram_com_v_t51_2885-15_621663099_18119182768576141_58387_1771793260863_0yrj4w.jpg,
rev_1771793271664_vn4i68ms,instagram,3835266794483658422,https://www.instagram.com/p/DU5mtRYDK62/,capsulamelodica.pt,"Ainda sem planos para o fim de semana? Descobre aqui as festas que vão bombar 🪩🧨 #sabesempreondeir 
//
Still no plans for the weekend? Find out here which parties are going to be hot this week 🪩🧨 #sabesempreondeir",Music event in Portugal.,A weekly electronic music event featuring local talent.,review,missing_or_invalid_start_datetime,0.9,,agenda,needs_review,"{
  ""eventDetected"": true,
  ""confidence_score"": 0.9,
  ""title"": ""cápsula melódica"",
  ""description_short"": ""Music event in Portugal."",
  ""description_long"": ""A weekly electronic music event featuring local talent."",
  ""start_datetime"": null,
  ""end_datetime"": null,
  ""venue_name"": ""agenda"",
  ""venue_address"": ""Music Radar in Portugal"",
  ""category"": ""music"",
  ""tags"": [""electronic"", ""dance"", ""weekly""],
  ""price_min"": null,
  ""price_max"": null,
  ""currency"": ""EUR"",
  ""is_free"": false,
  ""ticket_url"": null,
  ""timezone"": ""Europe/Lisbon"",
  ""notes"": [
    ""Saw: '18 - 22 feb.'"",
    ""Saw: '2026'"",
    ""Saw: 'agenda' logo"",
    ""Saw: 'If it's nice just go dance'"",
    ""Saw: 'sabesempreondeir'""
  ]
}",,2026-02-22T20:47:51.664Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-ord5-3_cdninstagram_com_v_t51_2885-15_639514988_17999346638860522_12669_1771793273135_evol7d.jpg,stored,inbox/scontent-ord5-3_cdninstagram_com_v_t51_2885-15_639514988_17999346638860522_12669_1771793273135_evol7d.jpg,
rev_1771793279438_z8hnwzqo,instagram,3836126540233220131,https://www.instagram.com/p/DU8qMOADKAj/,musademarvila,"Sabes que chegaste a uma certa idade quando conheces adultos que nasceram depois dos anos 90. Esta festa é para ti e para eles. 

Vamos celebrar a WANNABE, a primeira @cervejamusa que quer ser tudo, menos álcoolica. 

Teremos as rainhas da noite: @ana_markl, @ineslopesgoncalves, @joanabarrios, @alexdalvateixeira, @heliomorais, @anaviotti_, @miguelferrador e @itsmallina. 

E como em todos os videoclips da década, haverá dance battle com os pros da @jazzydancestudios e a princesa dos bangers, @catiiivo. 

Venham frescos e bem coreografados. Vai ser spicy. 
 💿💿💿 Entrada livre.","Celebrate the WANNABE, the first non-alcoholic beer by @cervejamusa with dance battles and live DJs.","A party celebrating WANNABE, the first non-alcoholic beer by @cervejamusa, featuring prominent hosts and performers including @ana_markl, @ineslopesgoncalves, @joanabarrios, @alexdalvateixeira, @heliomorais, @anaviotti_, @miguelferrador, @itsmallina, dance battles by @jazzydancestudios and DJ @catiiivo. The event promises a spicy atmosphere with dance and music. Free entry.",fail,missing_or_invalid_start_datetime|missing_venue_name_raw,0.9,,,needs_review,,,2026-02-22T20:47:59.438Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-hou1-1_cdninstagram_com_v_t51_2885-15_639520376_18121438729576141_81986_1771793281232_ww3148.jpg,stored,inbox/scontent-hou1-1_cdninstagram_com_v_t51_2885-15_639520376_18121438729576141_81986_1771793281232_ww3148.jpg,
rev_1771793294536_hzmp5ytq,instagram,3835902383911064523,https://www.instagram.com/p/DU73OUKF9PL/,bolpt,"A Verdadeira História do Lobo Mau 🐺
Depois de sessões esgotadas, o Gato Ruim regressa ao @teatrodacomuna com um espetáculo onde o Lobo finalmente conta a sua versão da história.

Será mesmo o vilão? Ou houve um grande mal-entendido?

Teatro, música, dança e acrobacia num espetáculo interativo para crianças dos 3 aos 12 anos, onde o público faz parte da aventura.

📅 Até 22 de março - Teatro da Comuna, Lisboa

Bilhetes disponíveis em bol.pt 🎟️

#TeatroeArte #Lisboa",Espetáculo interativo para crianças onde o Lobo Mau conta sua versão da história.,"O Gato Ruim regressa ao Teatro da Comuna com um espetáculo onde o Lobo Mau finalmente conta a sua versão da história. Será que ele é o verdadeiro vilão ou houve um mal-entendido? Teatro, música, dança e acrobacia num espetáculo interativo para crianças dos 3 aos 12 anos, onde o público participa na aventura. Sessões até 22 de março em Lisboa.",fail,missing_or_invalid_start_datetime,0.95,,Teatro da Comuna,needs_review,,,2026-02-22T20:48:14.536Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-iad3-2_cdninstagram_com_v_t39_30808-6_636843256_1348620460629816_500473_1771793295931_wlb660.jpg,stored,inbox/scontent-iad3-2_cdninstagram_com_v_t39_30808-6_636843256_1348620460629816_500473_1771793295931_wlb660.jpg,
rev_1771793300252_yi13eixu,instagram,3833363595917013795,https://www.instagram.com/p/DUy1-FljDMj/,casadocomum,"Essa semana na Casa 🪻
Na quarta-feira acontece o benefit “Artistas em ação”, em solidariedade às vítimas da tempestade Kristin

⚠️ Retificação 18/02 - Quarta: o Clube de Leitura Habitar o Intervalo foi cancelado!",Benefit solidariedade às vítimas da tempestade Kristin,"Na quarta-feira acontece o benefit “Artistas em ação”, em solidariedade às vítimas da tempestade Kristin. Nota: O Clube de Leitura Habitar o Intervalo foi cancelado em 18/02.",fail,missing_or_invalid_start_datetime,0.9,,Casa,needs_review,,,2026-02-22T20:48:20.253Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-ord5-1_cdninstagram_com_v_t51_2885-15_635528708_17954574216077723_70624_1771793301601_1z4iiv.jpg,stored,inbox/scontent-ord5-1_cdninstagram_com_v_t51_2885-15_635528708_17954574216077723_70624_1771793301601_1z4iiv.jpg,
rev_1771793314637_rtzjzen6,instagram,3835156294034625222,https://www.instagram.com/p/DU5NlR0CZLG/,bolpt,"“A Pérola”, a partir de John Steinbeck, regressa ao @teatrodacomuna após salas esgotadas ✨

Nesta adaptação da Companhia da Esquina, encenada por Jorge Gomes Ribeiro, acompanhamos a história de uma família de pescadores cuja vida se transforma com a descoberta da “pérola do mundo”.

Uma parábola intensa sobre desigualdade social, ambição, poder e o frágil equilíbrio entre uma vida simples e o desejo de um futuro melhor.

📅 19 de fevereiro a 07 de março - Teatro da Comuna, Lisboa

Bilhetes disponíveis em bol.pt 🎟️

#TeatroeArte #TeatrodaComuna #Lisboa","Regresso da peça 'A Pérola' ao Teatro da Comuna, Lisboa, adaptada a partir de John Steinbeck pela Companhia da Esquina e encenada por Jorge Gomes Ribeiro.","Nesta peça teatral, acompanhamos a história de uma família de pescadores cuja vida se transforma após a descoberta da 'pérola do mundo'. Uma parábola intensa sobre desigualdade social, ambição, poder e o frágil equilíbrio entre uma vida simples e o desejo de um futuro melhor. Será apresentada no Teatro da Comuna, Lisboa, entre 19 de fevereiro e 07 de março.",fail,missing_or_invalid_start_datetime,0.95,,Teatro da Comuna,needs_review,,,2026-02-22T20:48:34.637Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-ord5-3_cdninstagram_com_v_t39_30808-6_637750987_1348570660634796_657690_1771793316152_q7achb.jpg,stored,inbox/scontent-ord5-3_cdninstagram_com_v_t39_30808-6_637750987_1348570660634796_657690_1771793316152_q7achb.jpg,
rev_1771793344778_y00bw67f,instagram,3790274327342768591,https://www.instagram.com/p/DSZwmtCjGHP/,outracena_lisboa,"In five days our gofundme has raised 5k — 20% of our target — and we are deeply moved by your support. Thank you to everyone helping to spread the word 🙏

We have had many questions about the situation, almost all of which are answered in the text on our gofundme page. Swipe for some key details ⏩ but please do read the whole thing if you have time — link in our bio.

For us transparency is paramount, which is why we explain the background and recent events, and give a breakdown of the costs we are facing as a result of two lost weekends. We also detail how we aim to make up the shortfall, the gofundme being just one important part of that.

We have been working non-stop to bring you our upcoming programme now on Saturday and Sunday matinees. Our lineups have always been fresh, and now we bring them in a fresh format! The best way of supporting us is to come to our space and dance — so join us:

***

SATURDAY 17h-23h
@lostandfoundlisbon

THIS SIDE: @marksystemuk / @kluteuk / @physicsdnb / @goncalophase / @fava_mc
THAT SIDE: @onemoregio / @mix_elle_the_real_one / @quazifreud + LB / @angel_d_lite
UPSIDE: @__softiii

***

SUNDAY 17h-23h
Pay what you can

THIS SIDE: @salivasollidha
THAT SIDE: @gayance
UPSIDE: @aescuta.lx",Weekend music and dance events with fresh lineups and a pay-what-you-can Sunday.,"A weekend event at Lost and Found Lisbon featuring multiple DJs and live acts across three performance areas. Saturday runs 17h-23h with artists including Mark System UK, Klute UK, Physics DnB, Goncalophase, Fava MC, One More Gio, Mix Elle, QuaziFreud + LB, Angel D Lite, and Upside: __softiii. Sunday is pay-what-you-can from 17h-23h with Salivasollidha, Gayance, and Aescuta LX.",fail,missing_or_invalid_start_datetime,0.95,,Lost and Found Lisbon,needs_review,,,2026-02-22T20:49:04.778Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-ord5-3_cdninstagram_com_v_t51_2885-15_603052699_17994777368910912_58014_1771793346302_fl4141.jpg,stored,inbox/scontent-ord5-3_cdninstagram_com_v_t51_2885-15_603052699_17994777368910912_58014_1771793346302_fl4141.jpg,
rev_1771793392497_vido90af,instagram,3836805455100545092,https://www.instagram.com/p/DU_EjuvjIhE/,museudooriente,"Boa sexta-feira!
Aproveite o horário de entrada gratuita [18h às 20h] para conhecer a peça convidada que apresentámos ontem ao público.
Vindo da Casa-Museu Anastácio Gonçalves, o pote ""100 Meninos"" está decorado com crianças a jogar ao pião e às escondidas, a brincar com pequenas marionetas, a lançar papagaios de papel e a andar de cavalinho, entre outros jogos e brincadeiras.
Quantos mais consegue identificar?
Venha descobrir!
-
Pote | Dinastia Ming, período Jiajing | Casa-Museu Dr. Anastácio Gonçalves, Inv.º CMAG 51 | © Gonçalo Barriga
Na exposição permanente Presença Portuguesa na Ásia",Entrada gratuita para conhecer o pote '100 Meninos' com cenas de brincadeiras infantis.,"Aproveite a entrada gratuita das 18h às 20h para conhecer o pote '100 Meninos', peça convidada da Casa-Museu Anastácio Gonçalves que retrata crianças a jogar ao pião, às escondidas, brincar com marionetas, lançar papagaios de papel e andar de cavalinho, entre outros jogos. Uma oportunidade para descobrir estas tradições lúdicas na exposição permanente Presença Portuguesa na Ásia.",fail,missing_or_invalid_start_datetime,0.9,,Casa-Museu Dr. Anastácio Gonçalves,needs_review,,,2026-02-22T20:49:52.497Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-ord5-2_cdninstagram_com_v_t51_2885-15_634590160_18257449411293854_39113_1771793394025_pexd6s.jpg,stored,inbox/scontent-ord5-2_cdninstagram_com_v_t51_2885-15_634590160_18257449411293854_39113_1771793394025_pexd6s.jpg,
rev_1771793399852_dbrkx5pa,instagram,3834612741521055301,https://www.instagram.com/p/DU3R_jFjJ5F/,museudooriente,"17 Fevereiro | Entrada e visitas gratuitas
🧧FELIZ ANO NOVO CHINÊS 🧧 

Damos as boas-vindas ao Ano do Cavalo de Fogo com a cor, alegria e exuberância desta grande festa tradicional chinesa!
Celebre connosco!

Saiba mais no link da bio",Celebre o Ano Novo Chinês com entrada e visitas gratuitas no dia 17 de Fevereiro.,"Damos as boas-vindas ao Ano do Cavalo de Fogo com colorido, alegria e exuberância nesta grande festa tradicional chinesa. Entrada e visitas gratuitas no dia 17 de Fevereiro. Celebre connosco!",fail,missing_or_invalid_start_datetime|missing_venue_name_raw,0.95,,,needs_review,,,2026-02-22T20:49:59.852Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/instagram_fosu3-1_fna_fbcdn_net_v_t51_2885-15_637668990_18257140753293854_159560_1771793401394_pxpot0.jpg,stored,inbox/instagram_fosu3-1_fna_fbcdn_net_v_t51_2885-15_637668990_18257140753293854_159560_1771793401394_pxpot0.jpg,
rev_1771793428440_yfkg78fj,instagram,3824342552706828948,https://www.instagram.com/p/DUSy0oZgEqU/,outracena_lisboa,"Fevereiro na Outra Cena 
 
Fomos fustigades por tempestades e pelo frio, e continuamos a receber visitas das autoridades, apesar de termos as nossas licenças em ordem. Mas vemos o nosso público aparecer fim de semana após fim de semana e a nossa determinação é reforçada. 
 
Em fevereiro, realizaremos três festas noturnas e um after. No próximo sábado, recebemos o Dengo Club em colaboração com o Club Suor para uma festa quente e suada que ocupará todo o clube. No dia 14, é hora do carnaval com um Baile da Colombina prolongado. No dia 20, o nosso programa apresenta body music ousada da artista marroquina-belga Zaatar no This Side, família OC no That Side, e um takeover pelo Pieces Chess Club no nosso espaço chillout, o Upside. Finalmente, para começar bem o mês de março, temos um after com curadoria do supercoletivo FuBu. 
 
— — — 
 
CARTAZ 
 
Maria Nave (@mrnv__) é uma designer multidisciplinar de Lisboa. Desde pequena fantasia com cores e formas, e com a maneira como falam umas com as outras. Tem uma ligação especial com artes plásticas, nomeadamente materiais que necessitam de muita minúcia, e com a área do design gráfico, onde encontrou um espaço para usar a imagem como meio de conversação política. 
 
Para este cartaz, ao recorrer à imagem do pombo, alude ironicamente à ideia de esperança. Para além do contraste com a pomba (branca e limpa), o pombo (cinzento e sujo) faz referência a um dos muitos tropeções que se deu, ao negligenciar as aves depois de os domesticar para nosso serviço. Para completar a reflexão, adiciona a frase “rima com rebelde” — uma referência à peça de teatro ""Catarina e a beleza de matar fascistas"" — que funciona como provocação chamada à ação. (É impossível rimar com a palavra rebelde). 
 
Direcção artística & layout : @da_ru_me @supersurfacestudio 
 
— — — 
 
@dengoclub 
@clubsuor 
@prodbyguima @enzzzzin 
@anarteixeira_ 
@manoamourr 
@sinnotsin 
@ithinkitsbanu @notsosaikik 
@saintcaboclo 
@colombinaclandestina 
@bailedacolombina 
@alishia.peas 
@zaatar___ 
@koxmu 
@___marcolan 
@a.stre.a 
@_guioliv 
@pieceschessclub 
@sherivari 
@doll.redacted 
@fer.fer.fer.fer.fer.fer.fer.fe","Três festas noturnas e um after em fevereiro na Outra Cena, incluindo Dengo Club, Baile da Colombina e performances da artista Zaatar.","Em fevereiro, serão realizadas três festas noturnas e um after na Outra Cena. No próximo sábado, haverá uma festa com Dengo Club e Club Suor. No dia 14, um Baile da Colombina para o carnaval. No dia 20, uma noite com body music da artista marroquina-belga Zaatar, além de atividades no This Side, That Side e no espaço chillout Upside com takeover do Pieces Chess Club. Para março, um after com curadoria do FuBu. A direção artística e o layout do cartaz foram criados por Maria Nave, com uma imagem simbólica e política representando esperança e rebeldia. Diversos coletivos e artistas convidados participam do programa.",fail,missing_or_invalid_start_datetime,0.95,,Outra Cena,needs_review,,,2026-02-22T20:50:28.440Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-lax3-2_cdninstagram_com_v_t51_2885-15_626409968_17999957027910912_64544_1771793430135_3nm7hr.jpg,stored,inbox/scontent-lax3-2_cdninstagram_com_v_t51_2885-15_626409968_17999957027910912_64544_1771793430135_3nm7hr.jpg,
rev_1771793457267_8g9qhfr8,instagram,3837502318368313825,https://www.instagram.com/p/DVBjAbPFNHh/,luxfragil,"Hoje no Lux
Disco: Ben Klock x Valody x Jesterr
Bar: Bernardo Vaz & HNRQ

@ben_klock é uma das figuras centrais do techno contemporâneo, reconhecido pela sua capacidade única de construir narrativas longas e imersivas na pista. A sua carreira consolidou-se através de sets extensos, marcados por um forte sentido de fluxo, tensão e coerência sonora. Como produtor, assinou obras de referência que se tornaram portas de entrada para o género, além de um álbum amplamente celebrado pela sua profundidade e precisão. O seu trabalho como remisturador atravessa diferentes gerações e linguagens da música electrónica. Em paralelo, fundou e dirige a editora Klockworks, sinónimo de techno rigoroso e intemporal. Um verdadeiro mestre.

@va.lo.dy e @jesterr____ acompanham.

No Bar, @bernardovaz__ & @hnrq.lx.

Bilhetes à porta.","Techno night at Lux with Ben Klock, Valody, Jesterr, Bernardo Vaz and HNRQ.","Tonight at Lux, enjoy a techno party with Ben Klock, a central figure in contemporary techno, known for immersive, lengthy sets and influential productions. Joined by Valody and Jesterr on the decks. Bar hosted by Bernardo Vaz and HNRQ. Tickets available at the door.",fail,missing_or_invalid_start_datetime,0.9,,Lux,needs_review,,,2026-02-22T20:50:57.267Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/scontent-lga3-2_cdninstagram_com_v_t39_30808-6_637758570_1337127821554987_552863_1771793458792_h93wng.jpg,stored,inbox/scontent-lga3-2_cdninstagram_com_v_t39_30808-6_637758570_1337127821554987_552863_1771793458792_h93wng.jpg,
rev_1771793469526_m69d372x,instagram,3836773041829604167,https://www.instagram.com/p/DU-9MDiDGtH/,collect_caisdosodre,"Sleep in. Show up hungry.
Brunch, friday to sunday 12pm-5pm","Brunch from Friday to Sunday, 12pm-5pm",Enjoy brunch served every Friday to Sunday from 12pm to 5pm. Sleep in and show up hungry for a relaxed weekend meal.,fail,missing_or_invalid_start_datetime|missing_venue_name_raw,0.9,,,needs_review,,,2026-02-22T20:51:09.526Z,,https://eeuushrvobugaehmwnyb.supabase.co/storage/v1/object/public/event-images/inbox/instagram_fmqy1-1_fna_fbcdn_net_v_t51_2885-15_640155398_18209937214321256_143282_1771793471321_gd2svb.jpg,stored,inbox/instagram_fmqy1-1_fna_fbcdn_net_v_t51_2885-15_640155398_18209937214321256_143282_1771793471321_gd2svb.jpg,
